oid,filter,mjd,mag,magerr,clrcoeff,ref,ref_err
538202200014358,zr,58333.27501,13.455305,0.013369252,0.08703582,13.457000160217284,0.021
538202200014358,zr,58333.27546,13.4729,0.013376563,0.077636555,13.457000160217284,0.021
538202200014358,zr,58333.27591,13.463171,0.013372513,0.0774263,13.457000160217284,0.021
538202200014358,zr,58333.27637,13.457686,0.013370238,0.0878459,13.457000160217284,0.021
538202200014358,zr,58333.27682,13.452428,0.013368063,0.08721395,13.457000160217284,0.021
538202200014358,zr,58333.27729,13.449615,0.013366899,0.0802623,13.457000160217284,0.021
538202200014358,zr,58333.27774,13.44905,0.013366667,0.0861437,13.457000160217284,0.021
538202200014358,zr,58333.2782,13.462564,0.013372261,0.07893634,13.457000160217284,0.021
538202200014358,zr,58333.27865,13.451259,0.013367579,0.07179371,13.457000160217284,0.021
538202200014358,zr,58333.2791,13.44011,0.013362984,0.079959646,13.457000160217284,0.021
538202200014358,zr,58333.27957,13.454922,0.013369094,0.08063969,13.457000160217284,0.021
538202200014358,zr,58333.28002,13.448327,0.013366369,0.08159661,13.457000160217284,0.021
538202200014358,zr,58333.28048,13.454779,0.013369034,0.08141006,13.457000160217284,0.021
538202200014358,zr,58333.28093,13.470901,0.013375728,0.07944257,13.457000160217284,0.021
538202200014358,zr,58333.2814,13.451137,0.013367529,0.088712685,13.457000160217284,0.021
538202200014358,zr,58333.28185,13.439982,0.013362931,0.08173245,13.457000160217284,0.021
538202200014358,zr,58333.2823,13.432421,0.013359828,0.07887497,13.457000160217284,0.021
538202200014358,zr,58333.28276,13.455875,0.0133694885,0.07423285,13.457000160217284,0.021
538202200014358,zr,58333.28321,13.4584465,0.013370553,0.08084353,13.457000160217284,0.021
538202200014358,zr,58333.28368,13.461167,0.013371681,0.08225003,13.457000160217284,0.021
538202200014358,zr,58333.28413,13.449796,0.013366975,0.0850259,13.457000160217284,0.021
538202200014358,zr,58333.28459,13.446473,0.013365604,0.08354953,13.457000160217284,0.021
538202200014358,zr,58333.28504,13.442905,0.013364133,0.08680292,13.457000160217284,0.021
538202200014358,zr,58333.28551,13.448343,0.013366375,0.08570133,13.457000160217284,0.021
538202200014358,zr,58333.28596,13.456009,0.0133695435,0.08852039,13.457000160217284,0.021
538202200014358,zr,58333.28642,13.448434,0.013366412,0.086789854,13.457000160217284,0.021
538202200014358,zr,58333.28687,13.442214,0.013363849,0.084849715,13.457000160217284,0.021
538202200014358,zr,58333.28733,13.444967,0.013364983,0.08041041,13.457000160217284,0.021
538202200014358,zr,58333.28779,13.446608,0.013365659,0.07806046,13.457000160217284,0.021
538202200014358,zr,58333.28825,13.452626,0.013368144,0.078946486,13.457000160217284,0.021
538202200014358,zr,58333.2887,13.468085,0.013374556,0.08477019,13.457000160217284,0.021
538202200014358,zr,58333.28916,13.466077,0.01337372,0.08644288,13.457000160217284,0.021
538202200014358,zr,58333.28963,13.454099,0.013368753,0.088525765,13.457000160217284,0.021
538202200014358,zr,58333.29008,13.459335,0.013370922,0.086677454,13.457000160217284,0.021
538202200014358,zr,58333.29054,13.446177,0.013365481,0.083071925,13.457000160217284,0.021
538202200014358,zr,58333.29099,13.459198,0.013370865,0.08538008,13.457000160217284,0.021
538202200014358,zr,58333.33777,13.43095,0.013359225,0.08402635,13.457000160217284,0.021
538202200014358,zr,58334.19453,13.321306,0.013315351,0.099576324,13.457000160217284,0.021
538202200014358,zr,58334.19545,13.312143,0.013311773,0.096018374,13.457000160217284,0.021
538202200014358,zr,58334.19638,13.334438,0.0133205,0.085462205,13.457000160217284,0.021
538202200014358,zr,58334.19729,13.330345,0.013318892,0.088246204,13.457000160217284,0.021
538202200014358,zr,58334.19822,13.326878,0.013317532,0.08254329,13.457000160217284,0.021
538202200014358,zr,58334.19915,13.327721,0.0133178625,0.08171183,13.457000160217284,0.021
538202200014358,zr,58334.20007,13.315838,0.013313214,0.08272693,13.457000160217284,0.021
538202200014358,zr,58334.20099,13.304213,0.013308688,0.085079774,13.457000160217284,0.021
538202200014358,zr,58334.20191,13.311196,0.013311404,0.08060581,13.457000160217284,0.021
538202200014358,zr,58334.20284,13.296158,0.013305565,0.08191614,13.457000160217284,0.021
538202200014358,zr,58334.20375,13.311116,0.013311373,0.08468744,13.457000160217284,0.021
538202200014358,zr,58334.20468,13.314791,0.013312806,0.078081466,13.457000160217284,0.021
538202200014358,zr,58334.2056,13.331228,0.013319239,0.09055823,13.457000160217284,0.021
538202200014358,zr,58334.20653,13.32694,0.013317556,0.084214576,13.457000160217284,0.021
538202200014358,zr,58334.20746,13.325164,0.0133168595,0.0855836,13.457000160217284,0.021
538202200014358,zr,58334.20837,13.335527,0.013320928,0.093074724,13.457000160217284,0.021
538202200014358,zr,58334.2093,13.318404,0.0133142155,0.08557003,13.457000160217284,0.021
538202200014358,zr,58334.21022,13.32531,0.013316917,0.08356697,13.457000160217284,0.021
538202200014358,zr,58334.21115,13.319479,0.013314636,0.091886126,13.457000160217284,0.021
538202200014358,zr,58334.21206,13.322518,0.013315825,0.091254614,13.457000160217284,0.021
538202200014358,zr,58334.21299,13.321521,0.013315435,0.08241995,13.457000160217284,0.021
538202200014358,zr,58334.21391,13.321199,0.013315309,0.09303025,13.457000160217284,0.021
538202200014358,zr,58334.21484,13.326703,0.013317463,0.07860505,13.457000160217284,0.021
538202200014358,zr,58334.21575,13.306636,0.013309631,0.0874113,13.457000160217284,0.021
538202200014358,zr,58334.21668,13.331004,0.013319151,0.08692913,13.457000160217284,0.021
538202200014358,zr,58334.21761,13.312172,0.013311784,0.09008545,13.457000160217284,0.021
538202200014358,zr,58334.21852,13.317147,0.013313725,0.085089214,13.457000160217284,0.021
538202200014358,zr,58334.21945,13.314351,0.013312634,0.086518355,13.457000160217284,0.021
538202200014358,zr,58334.22037,13.316989,0.013313663,0.08501567,13.457000160217284,0.021
538202200014358,zr,58334.2213,13.299186,0.013306737,0.087158464,13.457000160217284,0.021
538202200014358,zr,58334.22221,13.305147,0.013309051,0.07695987,13.457000160217284,0.021
538202200014358,zr,58334.22314,13.315814,0.013313205,0.08687226,13.457000160217284,0.021
538202200014358,zr,58334.22406,13.305086,0.013309027,0.08980425,13.457000160217284,0.021
538202200014358,zr,58334.22499,13.33015,0.013318815,0.07621542,13.457000160217284,0.021
538202200014358,zr,58334.2259,13.324896,0.013316755,0.08482719,13.457000160217284,0.021
538202200014358,zr,58334.22683,13.29832,0.013306401,0.088570714,13.457000160217284,0.021
538202200014358,zr,58334.22776,13.320548,0.013315055,0.07754764,13.457000160217284,0.021
538202200014358,zr,58334.22867,13.306318,0.013309506,0.08649665,13.457000160217284,0.021
538202200014358,zr,58334.2296,13.322675,0.013315886,0.09020654,13.457000160217284,0.021
538202200014358,zr,58334.23052,13.317207,0.013313748,0.084462784,13.457000160217284,0.021
538202200014358,zr,58334.23145,13.326304,0.013317307,0.08299743,13.457000160217284,0.021
538202200014358,zr,58334.23236,13.332128,0.013319592,0.08425595,13.457000160217284,0.021
538202200014358,zr,58334.23329,13.322566,0.013315844,0.08275533,13.457000160217284,0.021
538202200014358,zr,58334.23421,13.323955,0.013316386,0.089142635,13.457000160217284,0.021
538202200014358,zr,58334.23514,13.3081665,0.013310225,0.0854483,13.457000160217284,0.021
538202200014358,zr,58334.23605,13.323536,0.0133162225,0.08040749,13.457000160217284,0.021
538202200014358,zr,58334.23698,13.334938,0.013320697,0.07920774,13.457000160217284,0.021
538202200014358,zr,58334.23791,13.337886,0.013321857,0.077565886,13.457000160217284,0.021
538202200014358,zr,58334.23883,13.337424,0.013321675,0.080186054,13.457000160217284,0.021
538202200014358,zr,58334.23975,13.331148,0.013319207,0.08343386,13.457000160217284,0.021
538202200014358,zr,58334.24067,13.325857,0.013317131,0.08697066,13.457000160217284,0.021
538202200014358,zr,58334.2416,13.348902,0.013326204,0.085261844,13.457000160217284,0.021
538202200014358,zr,58334.24252,13.33019,0.013318831,0.0909185,13.457000160217284,0.021
538202200014358,zr,58334.24344,13.317558,0.013313886,0.081424326,13.457000160217284,0.021
538202200014358,zr,58334.24436,13.326711,0.013317466,0.0859693,13.457000160217284,0.021
538202200014358,zr,58334.24529,13.317957,0.013314041,0.08177143,13.457000160217284,0.021
538202200014358,zr,58334.2462,13.318892,0.013314405,0.086045794,13.457000160217284,0.021
538202200014358,zr,58334.24713,13.308937,0.013310525,0.08188484,13.457000160217284,0.021
538202200014358,zr,58334.24806,13.303852,0.013308548,0.08522368,13.457000160217284,0.021
538202200014358,zr,58334.24898,13.318024,0.013314067,0.086453676,13.457000160217284,0.021
538202200014358,zr,58334.2499,13.332864,0.013319882,0.08175157,13.457000160217284,0.021
538202200014358,zr,58334.25082,13.34884,0.01332618,0.079143524,13.457000160217284,0.021
538202200014358,zr,58334.25175,13.31441,0.013312656,0.08045368,13.457000160217284,0.021
538202200014358,zr,58334.25266,13.343894,0.013324225,0.077967115,13.457000160217284,0.021
538202200014358,zr,58334.25359,13.339497,0.013322491,0.08168788,13.457000160217284,0.021
538202200014358,zr,58334.25451,13.3264,0.013317345,0.082398474,13.457000160217284,0.021
538202200014358,zr,58334.25544,13.338983,0.013322289,0.084355704,13.457000160217284,0.021
538202200014358,zr,58334.25635,13.319279,0.013314557,0.07977392,13.457000160217284,0.021
538202200014358,zr,58334.25728,13.3212805,0.0133153405,0.077488534,13.457000160217284,0.021
538202200014358,zr,58334.25821,13.324921,0.013316765,0.08159893,13.457000160217284,0.021
538202200014358,zr,58334.25913,13.348436,0.01332602,0.082174815,13.457000160217284,0.021
538202200014358,zr,58334.26005,13.326139,0.013317242,0.09066618,13.457000160217284,0.021
538202200014358,zr,58334.26097,13.347056,0.013325475,0.079993494,13.457000160217284,0.021
538202200014358,zr,58334.2619,13.327603,0.013317816,0.08733373,13.457000160217284,0.021
538202200014358,zr,58334.26282,13.335091,0.013320756,0.08327108,13.457000160217284,0.021
538202200014358,zr,58334.26374,13.318215,0.013314142,0.07787202,13.457000160217284,0.021
538202200014358,zr,58334.26466,13.311347,0.0133114625,0.086156145,13.457000160217284,0.021
538202200014358,zr,58334.26559,13.32582,0.013317117,0.085134536,13.457000160217284,0.021
538202200014358,zr,58334.2665,13.344891,0.013324618,0.07475851,13.457000160217284,0.021
538202200014358,zr,58334.26743,13.338122,0.01332195,0.087033786,13.457000160217284,0.021
538202200014358,zr,58334.26836,13.33596,0.013321099,0.08585035,13.457000160217284,0.021
538202200014358,zr,58334.26928,13.341252,0.013323183,0.07939691,13.457000160217284,0.021
538202200014358,zr,58334.2702,13.342569,0.013323703,0.08155879,13.457000160217284,0.021
538202200014358,zr,58334.27112,13.324044,0.013316422,0.0850651,13.457000160217284,0.021
538202200014358,zr,58334.27205,13.341883,0.013323433,0.08188211,13.457000160217284,0.021
538202200014358,zr,58334.27297,13.321897,0.013315582,0.08556669,13.457000160217284,0.021
538202200014358,zr,58334.27389,13.356333,0.013329148,0.08289383,13.457000160217284,0.021
538202200014358,zr,58334.27481,13.347462,0.013325634,0.07961036,13.457000160217284,0.021
538202200014358,zr,58334.27574,13.350473,0.0133268265,0.08093762,13.457000160217284,0.021
538202200014358,zr,58334.27667,13.345546,0.013324877,0.080032095,13.457000160217284,0.021
538202200014358,zr,58334.27758,13.333696,0.0133202085,0.0832061,13.457000160217284,0.021
538202200014358,zr,58334.27851,13.3236,0.013316248,0.08892777,13.457000160217284,0.021
538202200014358,zr,58334.27943,13.331795,0.013319462,0.081719,13.457000160217284,0.021
538202200014358,zr,58334.28036,13.334094,0.013320364,0.085282855,13.457000160217284,0.021
538202200014358,zr,58334.28128,13.338951,0.013322276,0.08333285,13.457000160217284,0.021
538202200014358,zr,58334.2822,13.334215,0.013320412,0.082621895,13.457000160217284,0.021
538202200014358,zr,58334.28312,13.325632,0.013317043,0.084138855,13.457000160217284,0.021
538202200014358,zr,58334.28405,13.33382,0.013320258,0.08214052,13.457000160217284,0.021
538202200014358,zr,58334.28496,13.33684,0.013321444,0.087291844,13.457000160217284,0.021
538202200014358,zr,58334.28589,13.331184,0.013319221,0.08357153,13.457000160217284,0.021
538202200014358,zr,58334.28682,13.321925,0.013315593,0.07991747,13.457000160217284,0.021
538202200014358,zr,58334.28774,13.327926,0.013317943,0.0856065,13.457000160217284,0.021
538202200014358,zr,58334.28866,13.362288,0.013331514,0.07782902,13.457000160217284,0.021
538202200014358,zr,58334.28958,13.345672,0.013324928,0.081539564,13.457000160217284,0.021
538202200014358,zr,58334.29051,13.336671,0.013321379,0.08469913,13.457000160217284,0.021
538202200014358,zr,58334.29143,13.333196,0.013320012,0.08460542,13.457000160217284,0.021
538202200014358,zr,58334.29235,13.331744,0.013319442,0.07987907,13.457000160217284,0.021
538202200014358,zr,58334.29327,13.32869,0.013318242,0.08298999,13.457000160217284,0.021
538202200014358,zr,58334.2942,13.350721,0.013326924,0.08592954,13.457000160217284,0.021
538202200014358,zr,58334.29513,13.33541,0.013320882,0.08127569,13.457000160217284,0.021
538202200014358,zr,58334.29604,13.325415,0.013316958,0.07824961,13.457000160217284,0.021
538202200014358,zr,58334.29697,13.332975,0.013319925,0.08378707,13.457000160217284,0.021
538202200014358,zr,58334.29789,13.339453,0.013322474,0.08949168,13.457000160217284,0.021
538202200014358,zr,58334.29881,13.335167,0.013320787,0.09132981,13.457000160217284,0.021
538202200014358,zr,58334.29973,13.331165,0.013319214,0.08374941,13.457000160217284,0.021
538202200014358,zr,58334.30066,13.347004,0.013325455,0.0795683,13.457000160217284,0.021
538202200014358,zr,58334.30158,13.334424,0.013320494,0.08505579,13.457000160217284,0.021
538202200014358,zr,58334.3025,13.372058,0.013335408,0.078536995,13.457000160217284,0.021
538202200014358,zr,58336.22809,13.4314995,0.013359451,0.08576892,13.457000160217284,0.021
538102200010791,zg,58336.25327,14.308802,0.016244398,-0.017214254,14.2649995803833,0.017
1533211200025644,zr,58338.213,13.435443,0.011017932,0.08528845,13.563999557495116,0.019
538202200014358,zr,58340.17824,13.322005,0.013315624,0.08843618,13.457000160217284,0.021
538202200014358,zr,58343.32677,13.311142,0.013311382,0.092789315,13.457000160217284,0.021
538102200010791,zg,58346.33646,14.170292,0.016254837,-0.026455684,14.2649995803833,0.017
1533211200025644,zr,58348.20364,13.338897,0.011011479,0.08205496,13.563999557495116,0.019
538102200010791,zg,58349.21821,14.254933,0.016247522,-0.0033252963,14.2649995803833,0.017
538202200014358,zr,58349.275,13.353173,0.013327896,0.08463783,13.457000160217284,0.021
538102200010791,zg,58352.19217,14.295964,0.01624503,-0.00681534,14.2649995803833,0.017
538202200014358,zr,58352.2549,13.380256,0.013338688,0.08607499,13.457000160217284,0.021
538202200014358,zr,58355.25382,13.402944,0.013347825,0.088368975,13.457000160217284,0.021
538202200014358,zr,58361.1352,13.463568,0.013372678,0.07898439,13.457000160217284,0.021
538202200014358,zr,58364.16865,13.424059,0.013356407,0.08925335,13.457000160217284,0.021
538102200010791,zg,58364.21111,14.307186,0.016244475,-0.016000148,14.2649995803833,0.017
538102200010791,zg,58367.21372,14.339916,0.016243165,-0.06515416,14.2649995803833,0.017
538102200010791,zg,58370.17118,14.267887,0.01624666,-0.098234944,14.2649995803833,0.017
538202200014358,zr,58373.14917,13.317173,0.013313734,0.09009344,13.457000160217284,0.021
538102200010791,zg,58373.23297,14.264342,0.016246889,-0.03363426,14.2649995803833,0.017
538102200010791,zg,58376.21272,14.26529,0.016246825,-0.09609922,14.2649995803833,0.017
